Zipcode,State_Abbrev,City,County,State_Rate,City/CountyRates,Combined_Rate
46319,IN,Griffith,Lake,0.07,0.0,0.07
46320,IN,Hammond,Lake,0.07,0.0,0.07
46323,IN,Hammond,Lake,0.07,0.0,0.07
46324,IN,Hammond,Lake,0.07,0.0,0.07
46325,IN,Hammond,Lake,0.07,0.0,0.07
46327,IN,Hammond,Lake,0.07,0.0,0.07
46321,IN,Munster,Lake,0.07,0.0,0.07
46322,IN,Highland,Lake,0.07,0.0,0.07
46340,IN,Hanna,La Porte,0.07,0.0,0.07
46341,IN,Hebron,Porter,0.07,0.0,0.07
46342,IN,Hobart,Lake,0.07,0.0,0.07
46345,IN,Kingsbury,La Porte,0.07,0.0,0.07
46346,IN,Kingsford Heights,La Porte,0.07,0.0,0.07
46347,IN,Kouts,Porter,0.07,0.0,0.07
46348,IN,La Crosse,La Porte,0.07,0.0,0.07
46349,IN,Lake Village,Newton,0.07,0.0,0.07
46355,IN,Leroy,Lake,0.07,0.0,0.07
46356,IN,Lowell,Lake,0.07,0.0,0.07
46360,IN,Michigan City,La Porte,0.07,0.0,0.07
46361,IN,Michigan City,La Porte,0.07,0.0,0.07
46365,IN,Mill Creek,La Porte,0.07,0.0,0.07
46366,IN,North Judson,Starke,0.07,0.0,0.07
46368,IN,Portage,Porter,0.07,0.0,0.07
46371,IN,Rolling Prairie,La Porte,0.07,0.0,0.07
46372,IN,Roselawn,Newton,0.07,0.0,0.07
46373,IN,Saint John,Lake,0.07,0.0,0.07
46374,IN,San Pierre,Starke,0.07,0.0,0.07
46375,IN,Schererville,Lake,0.07,0.0,0.07
46376,IN,Schneider,Lake,0.07,0.0,0.07
46377,IN,Shelby,Lake,0.07,0.0,0.07
46379,IN,Sumava Resorts,Newton,0.07,0.0,0.07
46380,IN,Tefft,Jasper,0.07,0.0,0.07
46381,IN,Thayer,Newton,0.07,0.0,0.07
46382,IN,Union Mills,La Porte,0.07,0.0,0.07
46383,IN,Valparaiso,Porter,0.07,0.0,0.07
46384,IN,Valparaiso,Porter,0.07,0.0,0.07
46385,IN,Valparaiso,Porter,0.07,0.0,0.07
46390,IN,Wanatah,La Porte,0.07,0.0,0.07
46391,IN,Westville,La Porte,0.07,0.0,0.07
46392,IN,Wheatfield,Jasper,0.07,0.0,0.07
46393,IN,Wheeler,Porter,0.07,0.0,0.07
46394,IN,Whiting,Lake,0.07,0.0,0.07
46401,IN,Gary,Lake,0.07,0.0,0.07
46402,IN,Gary,Lake,0.07,0.0,0.07
46403,IN,Gary,Lake,0.07,0.0,0.07
46404,IN,Gary,Lake,0.07,0.0,0.07
46406,IN,Gary,Lake,0.07,0.0,0.07
46407,IN,Gary,Lake,0.07,0.0,0.07
46408,IN,Gary,Lake,0.07,0.0,0.07
46409,IN,Gary,Lake,0.07,0.0,0.07
46405,IN,Lake Station,Lake,0.07,0.0,0.07
46410,IN,Merrillville,Lake,0.07,0.0,0.07
46411,IN,Merrillville,Lake,0.07,0.0,0.07
46501,IN,Argos,Marshall,0.07,0.0,0.07
46502,IN,Atwood,Kosciusko,0.07,0.0,0.07
46504,IN,Bourbon,Marshall,0.07,0.0,0.07
46506,IN,Bremen,Marshall,0.07,0.0,0.07
46507,IN,Bristol,Elkhart,0.07,0.0,0.07
46508,IN,Burket,Kosciusko,0.07,0.0,0.07
46510,IN,Claypool,Kosciusko,0.07,0.0,0.07
46511,IN,Culver,Marshall,0.07,0.0,0.07
46513,IN,Donaldson,Marshall,0.07,0.0,0.07
46514,IN,Elkhart,Elkhart,0.07,0.0,0.07
46515,IN,Elkhart,Elkhart,0.07,0.0,0.07
46516,IN,Elkhart,Elkhart,0.07,0.0,0.07
46517,IN,Elkhart,Elkhart,0.07,0.0,0.07
46524,IN,Etna Green,Kosciusko,0.07,0.0,0.07
46526,IN,Goshen,Elkhart,0.07,0.0,0.07
46527,IN,Goshen,Elkhart,0.07,0.0,0.07
46528,IN,Goshen,Elkhart,0.07,0.0,0.07
46530,IN,Granger,St Joseph,0.07,0.0,0.07
46531,IN,Grovertown,Starke,0.07,0.0,0.07
46532,IN,Hamlet,Starke,0.07,0.0,0.07
46534,IN,Knox,Starke,0.07,0.0,0.07
46536,IN,Lakeville,St Joseph,0.07,0.0,0.07
46538,IN,Leesburg,Kosciusko,0.07,0.0,0.07
46539,IN,Mentone,Kosciusko,0.07,0.0,0.07
46540,IN,Middlebury,Elkhart,0.07,0.0,0.07
46542,IN,Milford,Kosciusko,0.07,0.0,0.07
46543,IN,Millersburg,Elkhart,0.07,0.0,0.07
46544,IN,Mishawaka,St Joseph,0.07,0.0,0.07
46545,IN,Mishawaka,St Joseph,0.07,0.0,0.07
46546,IN,Mishawaka,St Joseph,0.07,0.0,0.07
46550,IN,Nappanee,Elkhart,0.07,0.0,0.07
46552,IN,New Carlisle,St Joseph,0.07,0.0,0.07
46553,IN,New Paris,Elkhart,0.07,0.0,0.07
46554,IN,North Liberty,St Joseph,0.07,0.0,0.07
46555,IN,North Webster,Kosciusko,0.07,0.0,0.07
46556,IN,Notre Dame,St Joseph,0.07,0.0,0.07
46561,IN,Osceola,St Joseph,0.07,0.0,0.07
46562,IN,Pierceton,Kosciusko,0.07,0.0,0.07
46563,IN,Plymouth,Marshall,0.07,0.0,0.07
46565,IN,Shipshewana,Lagrange,0.07,0.0,0.07
46567,IN,Syracuse,Kosciusko,0.07,0.0,0.07
46570,IN,Tippecanoe,Marshall,0.07,0.0,0.07
46571,IN,Topeka,Lagrange,0.07,0.0,0.07
46572,IN,Tyner,Marshall,0.07,0.0,0.07
46573,IN,Wakarusa,Elkhart,0.07,0.0,0.07
46574,IN,Walkerton,St Joseph,0.07,0.0,0.07
46580,IN,Warsaw,Kosciusko,0.07,0.0,0.07
46581,IN,Warsaw,Kosciusko,0.07,0.0,0.07
46582,IN,Warsaw,Kosciusko,0.07,0.0,0.07
46590,IN,Winona Lake,Kosciusko,0.07,0.0,0.07
46595,IN,Wyatt,St Joseph,0.07,0.0,0.07
46601,IN,South Bend,St Joseph,0.07,0.0,0.07
46613,IN,South Bend,St Joseph,0.07,0.0,0.07
46614,IN,South Bend,St Joseph,0.07,0.0,0.07
46615,IN,South Bend,St Joseph,0.07,0.0,0.07
46616,IN,South Bend,St Joseph,0.07,0.0,0.07
46617,IN,South Bend,St Joseph,0.07,0.0,0.07
46619,IN,South Bend,St Joseph,0.07,0.0,0.07
46624,IN,South Bend,St Joseph,0.07,0.0,0.07
46626,IN,South Bend,St Joseph,0.07,0.0,0.07
46628,IN,South Bend,St Joseph,0.07,0.0,0.07
46634,IN,South Bend,St Joseph,0.07,0.0,0.07
46635,IN,South Bend,St Joseph,0.07,0.0,0.07
46637,IN,South Bend,St Joseph,0.07,0.0,0.07
46660,IN,South Bend,St Joseph,0.07,0.0,0.07
46680,IN,South Bend,St Joseph,0.07,0.0,0.07
46699,IN,South Bend,St Joseph,0.07,0.0,0.07
46701,IN,Albion,Noble,0.07,0.0,0.07
46702,IN,Andrews,Huntington,0.07,0.0,0.07
46703,IN,Angola,Steuben,0.07,0.0,0.07
46704,IN,Arcola,Allen,0.07,0.0,0.07
46705,IN,Ashley,Dekalb,0.07,0.0,0.07
46706,IN,Auburn,Dekalb,0.07,0.0,0.07
46710,IN,Avilla,Noble,0.07,0.0,0.07
46711,IN,Berne,Adams,0.07,0.0,0.07
46769,IN,Berne,Adams,0.07,0.0,0.07
46713,IN,Bippus,Huntington,0.07,0.0,0.07
46714,IN,Bluffton,Wells,0.07,0.0,0.07
46721,IN,Butler,Dekalb,0.07,0.0,0.07
46723,IN,Churubusco,Whitley,0.07,0.0,0.07
46725,IN,Columbia City,Whitley,0.07,0.0,0.07
46730,IN,Corunna,Dekalb,0.07,0.0,0.07
46731,IN,Craigville,Wells,0.07,0.0,0.07
46732,IN,Cromwell,Noble,0.07,0.0,0.07
46733,IN,Decatur,Adams,0.07,0.0,0.07
46737,IN,Fremont,Steuben,0.07,0.0,0.07
46738,IN,Garrett,Dekalb,0.07,0.0,0.07
46740,IN,Geneva,Adams,0.07,0.0,0.07
46741,IN,Grabill,Allen,0.07,0.0,0.07
46742,IN,Hamilton,Steuben,0.07,0.0,0.07
46743,IN,Harlan,Allen,0.07,0.0,0.07
46745,IN,Hoagland,Allen,0.07,0.0,0.07
46746,IN,Howe,Lagrange,0.07,0.0,0.07
46747,IN,Hudson,Steuben,0.07,0.0,0.07
46748,IN,Huntertown,Allen,0.07,0.0,0.07
46750,IN,Huntington,Huntington,0.07,0.0,0.07
46755,IN,Kendallville,Noble,0.07,0.0,0.07
46759,IN,Keystone,Wells,0.07,0.0,0.07
46760,IN,Kimmell,Noble,0.07,0.0,0.07
46761,IN,Lagrange,Lagrange,0.07,0.0,0.07
46763,IN,Laotto,Noble,0.07,0.0,0.07
46764,IN,Larwill,Whitley,0.07,0.0,0.07
46765,IN,Leo,Allen,0.07,0.0,0.07
46766,IN,Liberty Center,Wells,0.07,0.0,0.07
46767,IN,Ligonier,Noble,0.07,0.0,0.07
46769,IN,Linn Grove,Adams,0.07,0.0,0.07
46770,IN,Markle,Wells,0.07,0.0,0.07
46771,IN,Mongo,Lagrange,0.07,0.0,0.07
46772,IN,Monroe,Adams,0.07,0.0,0.07
46773,IN,Monroeville,Allen,0.07,0.0,0.07
46774,IN,New Haven,Allen,0.07,0.0,0.07
46776,IN,Orland,Steuben,0.07,0.0,0.07
46777,IN,Ossian,Wells,0.07,0.0,0.07
46778,IN,Petroleum,Wells,0.07,0.0,0.07
46779,IN,Pleasant Lake,Steuben,0.07,0.0,0.07
46780,IN,Pleasant Mills,Adams,0.07,0.0,0.07
46781,IN,Poneto,Wells,0.07,0.0,0.07
46782,IN,Preble,Adams,0.07,0.0,0.07
46783,IN,Roanoke,Huntington,0.07,0.0,0.07
46784,IN,Rome City,Noble,0.07,0.0,0.07
46785,IN,Saint Joe,Dekalb,0.07,0.0,0.07
46786,IN,South Milford,Lagrange,0.07,0.0,0.07
46787,IN,South Whitley,Whitley,0.07,0.0,0.07
46788,IN,Spencerville,Allen,0.07,0.0,0.07
46789,IN,Stroh,Lagrange,0.07,0.0,0.07
46791,IN,Uniondale,Wells,0.07,0.0,0.07
46792,IN,Warren,Huntington,0.07,0.0,0.07
46793,IN,Waterloo,Dekalb,0.07,0.0,0.07
46794,IN,Wawaka,Noble,0.07,0.0,0.07
46795,IN,Wolcottville,Lagrange,0.07,0.0,0.07
46796,IN,Wolflake,Noble,0.07,0.0,0.07
46797,IN,Woodburn,Allen,0.07,0.0,0.07
46798,IN,Yoder,Allen,0.07,0.0,0.07
46799,IN,Zanesville,Allen,0.07,0.0,0.07
46801,IN,Fort Wayne,Allen,0.07,0.0,0.07
46802,IN,Fort Wayne,Allen,0.07,0.0,0.07
46803,IN,Fort Wayne,Allen,0.07,0.0,0.07
46804,IN,Fort Wayne,Allen,0.07,0.0,0.07
46805,IN,Fort Wayne,Allen,0.07,0.0,0.07
46806,IN,Fort Wayne,Allen,0.07,0.0,0.07
46807,IN,Fort Wayne,Allen,0.07,0.0,0.07
46808,IN,Fort Wayne,Allen,0.07,0.0,0.07
46809,IN,Fort Wayne,Allen,0.07,0.0,0.07
46814,IN,Fort Wayne,Allen,0.07,0.0,0.07
46815,IN,Fort Wayne,Allen,0.07,0.0,0.07
46816,IN,Fort Wayne,Allen,0.07,0.0,0.07
46818,IN,Fort Wayne,Allen,0.07,0.0,0.07
46819,IN,Fort Wayne,Allen,0.07,0.0,0.07
46825,IN,Fort Wayne,Allen,0.07,0.0,0.07
46835,IN,Fort Wayne,Allen,0.07,0.0,0.07
46845,IN,Fort Wayne,Allen,0.07,0.0,0.07
46850,IN,Fort Wayne,Allen,0.07,0.0,0.07
46851,IN,Fort Wayne,Allen,0.07,0.0,0.07
46852,IN,Fort Wayne,Allen,0.07,0.0,0.07
46853,IN,Fort Wayne,Allen,0.07,0.0,0.07
46854,IN,Fort Wayne,Allen,0.07,0.0,0.07
46855,IN,Fort Wayne,Allen,0.07,0.0,0.07
46856,IN,Fort Wayne,Allen,0.07,0.0,0.07
46857,IN,Fort Wayne,Allen,0.07,0.0,0.07
46858,IN,Fort Wayne,Allen,0.07,0.0,0.07
46859,IN,Fort Wayne,Allen,0.07,0.0,0.07
46860,IN,Fort Wayne,Allen,0.07,0.0,0.07
46861,IN,Fort Wayne,Allen,0.07,0.0,0.07
46862,IN,Fort Wayne,Allen,0.07,0.0,0.07
46863,IN,Fort Wayne,Allen,0.07,0.0,0.07
46864,IN,Fort Wayne,Allen,0.07,0.0,0.07
46865,IN,Fort Wayne,Allen,0.07,0.0,0.07
46866,IN,Fort Wayne,Allen,0.07,0.0,0.07
46867,IN,Fort Wayne,Allen,0.07,0.0,0.07
46868,IN,Fort Wayne,Allen,0.07,0.0,0.07
46869,IN,Fort Wayne,Allen,0.07,0.0,0.07
46885,IN,Fort Wayne,Allen,0.07,0.0,0.07
46895,IN,Fort Wayne,Allen,0.07,0.0,0.07
46896,IN,Fort Wayne,Allen,0.07,0.0,0.07
46897,IN,Fort Wayne,Allen,0.07,0.0,0.07
46898,IN,Fort Wayne,Allen,0.07,0.0,0.07
46899,IN,Fort Wayne,Allen,0.07,0.0,0.07
46901,IN,Kokomo,Howard,0.07,0.0,0.07
46902,IN,Kokomo,Howard,0.07,0.0,0.07
46903,IN,Kokomo,Howard,0.07,0.0,0.07
46904,IN,Kokomo,Howard,0.07,0.0,0.07
46910,IN,Akron,Fulton,0.07,0.0,0.07
46911,IN,Amboy,Miami,0.07,0.0,0.07
46912,IN,Athens,Fulton,0.07,0.0,0.07
46913,IN,Bringhurst,Carroll,0.07,0.0,0.07
46914,IN,Bunker Hill,Miami,0.07,0.0,0.07
46915,IN,Burlington,Carroll,0.07,0.0,0.07
46916,IN,Burrows,Carroll,0.07,0.0,0.07
46917,IN,Camden,Carroll,0.07,0.0,0.07
46919,IN,Converse,Miami,0.07,0.0,0.07
46920,IN,Cutler,Carroll,0.07,0.0,0.07
46921,IN,Deedsville,Miami,0.07,0.0,0.07
46922,IN,Delong,Fulton,0.07,0.0,0.07
46923,IN,Delphi,Carroll,0.07,0.0,0.07
46926,IN,Denver,Miami,0.07,0.0,0.07
46928,IN,Fairmount,Grant,0.07,0.0,0.07
46929,IN,Flora,Carroll,0.07,0.0,0.07
46930,IN,Fowlerton,Grant,0.07,0.0,0.07
46931,IN,Fulton,Fulton,0.07,0.0,0.07
46932,IN,Galveston,Cass,0.07,0.0,0.07
46933,IN,Gas City,Grant,0.07,0.0,0.07
46935,IN,Grass Creek,Fulton,0.07,0.0,0.07
46936,IN,Greentown,Howard,0.07,0.0,0.07
46937,IN,Hemlock,Howard,0.07,0.0,0.07
46938,IN,Jonesboro,Grant,0.07,0.0,0.07
46939,IN,Kewanna,Fulton,0.07,0.0,0.07
46940,IN,La Fontaine,Wabash,0.07,0.0,0.07
46941,IN,Lagro,Wabash,0.07,0.0,0.07
46942,IN,Lake Cicott,Cass,0.07,0.0,0.07
46943,IN,Laketon,Wabash,0.07,0.0,0.07
46945,IN,Leiters Ford,Fulton,0.07,0.0,0.07
46946,IN,Liberty Mills,Wabash,0.07,0.0,0.07
46947,IN,Logansport,Cass,0.07,0.0,0.07
46950,IN,Lucerne,Cass,0.07,0.0,0.07
46951,IN,Macy,Miami,0.07,0.0,0.07
46952,IN,Marion,Grant,0.07,0.0,0.07
46953,IN,Marion,Grant,0.07,0.0,0.07
46957,IN,Matthews,Grant,0.07,0.0,0.07
46958,IN,Mexico,Miami,0.07,0.0,0.07
46959,IN,Miami,Miami,0.07,0.0,0.07
46960,IN,Monterey,Pulaski,0.07,0.0,0.07
46961,IN,New Waverly,Cass,0.07,0.0,0.07
46962,IN,North Manchester,Wabash,0.07,0.0,0.07
46965,IN,Oakford,Howard,0.07,0.0,0.07
46967,IN,Onward,Cass,0.07,0.0,0.07
46968,IN,Ora,Starke,0.07,0.0,0.07
46970,IN,Peru,Miami,0.07,0.0,0.07
46974,IN,Roann,Wabash,0.07,0.0,0.07
46975,IN,Rochester,Fulton,0.07,0.0,0.07
46977,IN,Rockfield,Carroll,0.07,0.0,0.07
46978,IN,Royal Center,Cass,0.07,0.0,0.07
46979,IN,Russiaville,Howard,0.07,0.0,0.07
46980,IN,Servia,Wabash,0.07,0.0,0.07
46982,IN,Silver Lake,Kosciusko,0.07,0.0,0.07
46984,IN,Somerset,Wabash,0.07,0.0,0.07
46985,IN,Star City,Pulaski,0.07,0.0,0.07
46986,IN,Swayzee,Grant,0.07,0.0,0.07
46987,IN,Sweetser,Grant,0.07,0.0,0.07
46988,IN,Twelve Mile,Cass,0.07,0.0,0.07
46989,IN,Upland,Grant,0.07,0.0,0.07
46990,IN,Urbana,Wabash,0.07,0.0,0.07
46991,IN,Van Buren,Grant,0.07,0.0,0.07
46992,IN,Wabash,Wabash,0.07,0.0,0.07
46994,IN,Walton,Cass,0.07,0.0,0.07
46995,IN,West Middleton,Howard,0.07,0.0,0.07
46996,IN,Winamac,Pulaski,0.07,0.0,0.07
46998,IN,Young America,Cass,0.07,0.0,0.07
47001,IN,Aurora,Dearborn,0.07,0.0,0.07
47003,IN,West College Corner,Union,0.07,0.0,0.07
47006,IN,Batesville,Ripley,0.07,0.0,0.07
47010,IN,Bath,Franklin,0.07,0.0,0.07
47011,IN,Bennington,Switzerland,0.07,0.0,0.07
47012,IN,Brookville,Franklin,0.07,0.0,0.07
47016,IN,Cedar Grove,Franklin,0.07,0.0,0.07
47017,IN,Cross Plains,Ripley,0.07,0.0,0.07
47018,IN,Dillsboro,Dearborn,0.07,0.0,0.07
47019,IN,East Enterprise,Switzerland,0.07,0.0,0.07
47020,IN,Florence,Switzerland,0.07,0.0,0.07
47021,IN,Friendship,Ripley,0.07,0.0,0.07
47022,IN,Guilford,Dearborn,0.07,0.0,0.07
47023,IN,Holton,Ripley,0.07,0.0,0.07
47024,IN,Laurel,Franklin,0.07,0.0,0.07
47025,IN,Lawrenceburg,Dearborn,0.07,0.0,0.07
47030,IN,Metamora,Franklin,0.07,0.0,0.07
47031,IN,Milan,Ripley,0.07,0.0,0.07
47032,IN,Moores Hill,Dearborn,0.07,0.0,0.07
47033,IN,Morris,Ripley,0.07,0.0,0.07
47034,IN,Napoleon,Ripley,0.07,0.0,0.07
47035,IN,New Trenton,Franklin,0.07,0.0,0.07
47036,IN,Oldenburg,Franklin,0.07,0.0,0.07
47037,IN,Osgood,Ripley,0.07,0.0,0.07
47038,IN,Patriot,Switzerland,0.07,0.0,0.07
47039,IN,Pierceville,Ripley,0.07,0.0,0.07
47040,IN,Rising Sun,Ohio,0.07,0.0,0.07
47041,IN,Sunman,Ripley,0.07,0.0,0.07
47042,IN,Versailles,Ripley,0.07,0.0,0.07
47043,IN,Vevay,Switzerland,0.07,0.0,0.07
47060,IN,West Harrison,Dearborn,0.07,0.0,0.07
47102,IN,Austin,Scott,0.07,0.0,0.07
47104,IN,Bethlehem,Clark,0.07,0.0,0.07
47106,IN,Borden,Clark,0.07,0.0,0.07
47107,IN,Bradford,Harrison,0.07,0.0,0.07
47108,IN,Campbellsburg,Washington,0.07,0.0,0.07
47110,IN,Central,Harrison,0.07,0.0,0.07
47111,IN,Charlestown,Clark,0.07,0.0,0.07
47112,IN,Corydon,Harrison,0.07,0.0,0.07
47114,IN,Crandall,Harrison,0.07,0.0,0.07
47115,IN,Depauw,Harrison,0.07,0.0,0.07
47116,IN,Eckerty,Crawford,0.07,0.0,0.07
47117,IN,Elizabeth,Harrison,0.07,0.0,0.07
47118,IN,English,Crawford,0.07,0.0,0.07
47119,IN,Floyds Knobs,Floyd,0.07,0.0,0.07
47120,IN,Fredericksburg,Washington,0.07,0.0,0.07
47122,IN,Georgetown,Floyd,0.07,0.0,0.07
47123,IN,Grantsburg,Crawford,0.07,0.0,0.07
47124,IN,Greenville,Floyd,0.07,0.0,0.07
47125,IN,Hardinsburg,Washington,0.07,0.0,0.07
47126,IN,Henryville,Clark,0.07,0.0,0.07
47129,IN,Clarksville,Clark,0.07,0.0,0.07
47130,IN,Jeffersonville,Clark,0.07,0.0,0.07
47131,IN,Jeffersonville,Clark,0.07,0.0,0.07
47132,IN,Jeffersonville,Clark,0.07,0.0,0.07
47133,IN,Jeffersonville,Clark,0.07,0.0,0.07
47134,IN,Jeffersonville,Clark,0.07,0.0,0.07
47144,IN,Jeffersonville,Clark,0.07,0.0,0.07
47190,IN,Jeffersonville,Clark,0.07,0.0,0.07
47199,IN,Jeffersonville,Clark,0.07,0.0,0.07
47135,IN,Laconia,Harrison,0.07,0.0,0.07
47136,IN,Lanesville,Harrison,0.07,0.0,0.07
47137,IN,Leavenworth,Crawford,0.07,0.0,0.07
47138,IN,Lexington,Scott,0.07,0.0,0.07
47140,IN,Marengo,Crawford,0.07,0.0,0.07
47141,IN,Marysville,Clark,0.07,0.0,0.07
47142,IN,Mauckport,Harrison,0.07,0.0,0.07
47143,IN,Memphis,Clark,0.07,0.0,0.07
47145,IN,Milltown,Crawford,0.07,0.0,0.07
47146,IN,Mount Saint Francis,Floyd,0.07,0.0,0.07
47147,IN,Nabb,Clark,0.07,0.0,0.07
47150,IN,New Albany,Floyd,0.07,0.0,0.07
47151,IN,New Albany,Floyd,0.07,0.0,0.07
47160,IN,New Middletown,Harrison,0.07,0.0,0.07
47161,IN,New Salisbury,Harrison,0.07,0.0,0.07
47162,IN,New Washington,Clark,0.07,0.0,0.07
47163,IN,Otisco,Clark,0.07,0.0,0.07
47164,IN,Palmyra,Harrison,0.07,0.0,0.07
47165,IN,Pekin,Washington,0.07,0.0,0.07
47166,IN,Ramsey,Harrison,0.07,0.0,0.07
47167,IN,Salem,Washington,0.07,0.0,0.07
47170,IN,Scottsburg,Scott,0.07,0.0,0.07
47172,IN,Sellersburg,Clark,0.07,0.0,0.07
47174,IN,Sulphur,Crawford,0.07,0.0,0.07
47175,IN,Taswell,Crawford,0.07,0.0,0.07
47177,IN,Underwood,Scott,0.07,0.0,0.07
47201,IN,Columbus,Bartholomew,0.07,0.0,0.07
47202,IN,Columbus,Bartholomew,0.07,0.0,0.07
47203,IN,Columbus,Bartholomew,0.07,0.0,0.07
47220,IN,Brownstown,Jackson,0.07,0.0,0.07
47223,IN,Butlerville,Jennings,0.07,0.0,0.07
47224,IN,Canaan,Jefferson,0.07,0.0,0.07
47225,IN,Clarksburg,Decatur,0.07,0.0,0.07
47226,IN,Clifford,Bartholomew,0.07,0.0,0.07
47227,IN,Commiskey,Jennings,0.07,0.0,0.07
47228,IN,Cortland,Jackson,0.07,0.0,0.07
47229,IN,Crothersville,Jackson,0.07,0.0,0.07
47230,IN,Deputy,Jefferson,0.07,0.0,0.07
47231,IN,Dupont,Jefferson,0.07,0.0,0.07
47232,IN,Elizabethtown,Bartholomew,0.07,0.0,0.07
47234,IN,Flat Rock,Shelby,0.07,0.0,0.07
47235,IN,Freetown,Jackson,0.07,0.0,0.07
47236,IN,Grammer,Bartholomew,0.07,0.0,0.07
47240,IN,Greensburg,Decatur,0.07,0.0,0.07
47243,IN,Hanover,Jefferson,0.07,0.0,0.07
47244,IN,Hartsville,Bartholomew,0.07,0.0,0.07
47245,IN,Hayden,Jennings,0.07,0.0,0.07
47246,IN,Hope,Bartholomew,0.07,0.0,0.07
47247,IN,Jonesville,Bartholomew,0.07,0.0,0.07
47249,IN,Kurtz,Jackson,0.07,0.0,0.07
47250,IN,Madison,Jefferson,0.07,0.0,0.07
47260,IN,Medora,Jackson,0.07,0.0,0.07
47263,IN,New Point,Decatur,0.07,0.0,0.07
47264,IN,Norman,Jackson,0.07,0.0,0.07
47265,IN,North Vernon,Jennings,0.07,0.0,0.07
47270,IN,Paris Crossing,Jennings,0.07,0.0,0.07
47272,IN,Saint Paul,Decatur,0.07,0.0,0.07
47273,IN,Scipio,Jennings,0.07,0.0,0.07
47274,IN,Seymour,Jackson,0.07,0.0,0.07
47280,IN,Taylorsville,Bartholomew,0.07,0.0,0.07
47281,IN,Vallonia,Jackson,0.07,0.0,0.07
47282,IN,Vernon,Jennings,0.07,0.0,0.07
47283,IN,Westport,Decatur,0.07,0.0,0.07
47302,IN,Muncie,Delaware,0.07,0.0,0.07
47303,IN,Muncie,Delaware,0.07,0.0,0.07
47304,IN,Muncie,Delaware,0.07,0.0,0.07
47305,IN,Muncie,Delaware,0.07,0.0,0.07
47306,IN,Muncie,Delaware,0.07,0.0,0.07
47307,IN,Muncie,Delaware,0.07,0.0,0.07
47308,IN,Muncie,Delaware,0.07,0.0,0.07
47320,IN,Albany,Delaware,0.07,0.0,0.07
47322,IN,Bentonville,Fayette,0.07,0.0,0.07
47324,IN,Boston,Wayne,0.07,0.0,0.07
47325,IN,Brownsville,Union,0.07,0.0,0.07
47326,IN,Bryant,Jay,0.07,0.0,0.07
47327,IN,Cambridge City,Wayne,0.07,0.0,0.07
47330,IN,Centerville,Wayne,0.07,0.0,0.07
47331,IN,Connersville,Fayette,0.07,0.0,0.07
47334,IN,Daleville,Delaware,0.07,0.0,0.07
47335,IN,Dublin,Wayne,0.07,0.0,0.07
47336,IN,Dunkirk,Jay,0.07,0.0,0.07
47337,IN,Dunreith,Henry,0.07,0.0,0.07
47338,IN,Eaton,Delaware,0.07,0.0,0.07
47339,IN,Economy,Wayne,0.07,0.0,0.07
47340,IN,Farmland,Randolph,0.07,0.0,0.07
47341,IN,Fountain City,Wayne,0.07,0.0,0.07
47342,IN,Gaston,Delaware,0.07,0.0,0.07
47344,IN,Greensboro,Henry,0.07,0.0,0.07
47345,IN,Greens Fork,Wayne,0.07,0.0,0.07
47346,IN,Hagerstown,Wayne,0.07,0.0,0.07
47348,IN,Hartford City,Blackford,0.07,0.0,0.07
47351,IN,Kennard,Henry,0.07,0.0,0.07
47352,IN,Lewisville,Henry,0.07,0.0,0.07
47353,IN,Liberty,Union,0.07,0.0,0.07
47354,IN,Losantville,Randolph,0.07,0.0,0.07
47355,IN,Lynn,Randolph,0.07,0.0,0.07
47356,IN,Middletown,Henry,0.07,0.0,0.07
47357,IN,Milton,Wayne,0.07,0.0,0.07
47358,IN,Modoc,Randolph,0.07,0.0,0.07
47359,IN,Montpelier,Blackford,0.07,0.0,0.07
47360,IN,Mooreland,Henry,0.07,0.0,0.07
47361,IN,Mount Summit,Henry,0.07,0.0,0.07
47362,IN,New Castle,Henry,0.07,0.0,0.07
47366,IN,New Lisbon,Henry,0.07,0.0,0.07
47367,IN,Oakville,Delaware,0.07,0.0,0.07
47368,IN,Parker City,Randolph,0.07,0.0,0.07
47369,IN,Pennville,Jay,0.07,0.0,0.07
47370,IN,Pershing,Wayne,0.07,0.0,0.07
47371,IN,Portland,Jay,0.07,0.0,0.07
47373,IN,Redkey,Jay,0.07,0.0,0.07
47374,IN,Richmond,Wayne,0.07,0.0,0.07
47375,IN,Richmond,Wayne,0.07,0.0,0.07
47380,IN,Ridgeville,Randolph,0.07,0.0,0.07
47381,IN,Salamonia,Jay,0.07,0.0,0.07
47382,IN,Saratoga,Randolph,0.07,0.0,0.07
47383,IN,Selma,Delaware,0.07,0.0,0.07
47384,IN,Shirley,Henry,0.07,0.0,0.07
47385,IN,Spiceland,Henry,0.07,0.0,0.07
47386,IN,Springport,Henry,0.07,0.0,0.07
47387,IN,Straughn,Henry,0.07,0.0,0.07
47388,IN,Sulphur Springs,Henry,0.07,0.0,0.07
47390,IN,Union City,Randolph,0.07,0.0,0.07
47392,IN,Webster,Wayne,0.07,0.0,0.07
47393,IN,Williamsburg,Wayne,0.07,0.0,0.07
47394,IN,Winchester,Randolph,0.07,0.0,0.07
47396,IN,Yorktown,Delaware,0.07,0.0,0.07
47401,IN,Bloomington,Monroe,0.07,0.0,0.07
47402,IN,Bloomington,Monroe,0.07,0.0,0.07
47403,IN,Bloomington,Monroe,0.07,0.0,0.07
